Chr	Start	End	Type	Var1	Var2	Var3
chr2	61417244	61417378	gene	gene_id ENSG00000206937.1	 gene_type snoRNA	 gene_name SNORA70B
chr2	61471188	61484130	gene	gene_id ENSG00000270820.6	 gene_type lncRNA	 gene_name USP34-DT
chr2	61476032	61538741	gene	gene_id ENSG00000082898.19	 gene_type protein_coding	 gene_name XPO1
chr2	61527340	61529160	gene	gene_id ENSG00000285857.1	 gene_type lncRNA	 gene_name RP11-355B11.3
chr2	61575774	61576394	gene	gene_id ENSG00000271243.1	 gene_type processed_pseudogene	 gene_name RP11-355B11.1
chr2	61589498	61589663	gene	gene_id ENSG00000226884.1	 gene_type processed_pseudogene	 gene_name RPS29P10
chr2	61605616	61605722	gene	gene_id ENSG00000206973.1	 gene_type snRNA	 gene_name RNU6-1145P
chr2	61710076	61710978	gene	gene_id ENSG00000213486.3	 gene_type processed_pseudogene	 gene_name AC108039.1
chr2	61803143	61803388	gene	gene_id ENSG00000227361.1	 gene_type processed_pseudogene	 gene_name RPS24P7
chr2	61820208	61820566	gene	gene_id ENSG00000229831.2	 gene_type processed_pseudogene	 gene_name AC108039.3
chr2	61824848	61854143	gene	gene_id ENSG00000170264.13	 gene_type protein_coding	 gene_name FAM161A
chr2	61856695	61857055	gene	gene_id ENSG00000230702.1	 gene_type processed_pseudogene	 gene_name RPL31P30
chr2	61858137	61860298	gene	gene_id ENSG00000277498.1	 gene_type unprocessed_pseudogene	 gene_name RP11-681L4.2
chr2	61868085	61888671	gene	gene_id ENSG00000115484.15	 gene_type protein_coding	 gene_name CCT4
chr2	61868432	61886082	gene	gene_id ENSG00000236498.1	 gene_type lncRNA	 gene_name AC107081.5
chr2	61878940	61881353	gene	gene_id ENSG00000286360.1	 gene_type lncRNA	 gene_name RP11-681L4.4
chr2	61888724	62147247	gene	gene_id ENSG00000173163.10	 gene_type protein_coding	 gene_name COMMD1
chr2	61928634	61928704	gene	gene_id ENSG00000278523.1	 gene_type misc_RNA	 gene_name Y_RNA
chr2	62069447	62146881	gene	gene_id ENSG00000229839.6	 gene_type lncRNA	 gene_name AC018462.2
chr2	62146413	62147153	gene	gene_id ENSG00000242735.1	 gene_type processed_pseudogene	 gene_name RPSAP26
chr2	62168862	62171163	gene	gene_id ENSG00000271657.1	 gene_type processed_pseudogene	 gene_name RP11-270B14.1
chr2	62196115	62224731	gene	gene_id ENSG00000170340.11	 gene_type protein_coding	 gene_name B3GNT2
chr2	62205826	62205917	gene	gene_id ENSG00000266097.1	 gene_type miRNA	 gene_name MIR5192
chr2	62262387	62262671	gene	gene_id ENSG00000239958.3	 gene_type misc_RNA	 gene_name RN7SL51P
chr2	62348948	62350739	gene	gene_id ENSG00000270335.1	 gene_type processed_pseudogene	 gene_name RP11-642D6.1
chr2	62463127	62464070	gene	gene_id ENSG00000228541.1	 gene_type lncRNA	 gene_name AC093159.1
chr2	62491178	62491468	gene	gene_id ENSG00000241625.3	 gene_type misc_RNA	 gene_name RN7SL18P
chr2	62500218	62511894	gene	gene_id ENSG00000186889.10	 gene_type protein_coding	 gene_name TMEM17
chr2	62507545	62507823	gene	gene_id ENSG00000233702.1	 gene_type processed_pseudogene	 gene_name RPL37P13
chr2	62532583	62533059	gene	gene_id ENSG00000229503.1	 gene_type processed_pseudogene	 gene_name RPL21P37
chr2	62533681	62662829	gene	gene_id ENSG00000226622.6	 gene_type lncRNA	 gene_name AC092155.4
chr2	62552463	62553434	gene	gene_id ENSG00000232144.1	 gene_type processed_pseudogene	 gene_name PSAT1P2
chr2	62561058	62561423	gene	gene_id ENSG00000230595.1	 gene_type processed_pseudogene	 gene_name RSL24D1P2
chr2	62673851	63046487	gene	gene_id ENSG00000115504.15	 gene_type protein_coding	 gene_name EHBP1
chr2	62726636	62726740	gene	gene_id ENSG00000252436.1	 gene_type misc_RNA	 gene_name Y_RNA
chr2	62817764	62819706	gene	gene_id ENSG00000286524.1	 gene_type lncRNA	 gene_name CTD-2010B19.1
chr2	62826064	62858438	gene	gene_id ENSG00000226605.1	 gene_type lncRNA	 gene_name AC007098.1
chr2	62939916	62940282	gene	gene_id ENSG00000237162.1	 gene_type processed_pseudogene	 gene_name RPS20P9
chr2	62957326	63048640	gene	gene_id ENSG00000231609.7	 gene_type lncRNA	 gene_name AC009501.4
chr2	63050057	63057836	gene	gene_id ENSG00000115507.10	 gene_type protein_coding	 gene_name OTX1
chr2	63083008	63087322	gene	gene_id ENSG00000270437.1	 gene_type processed_pseudogene	 gene_name RP11-511I11.2
chr2	63106879	63197037	gene	gene_id ENSG00000286480.1	 gene_type lncRNA	 gene_name RP11-261A24.1
chr2	63108118	63108429	gene	gene_id ENSG00000232403.1	 gene_type processed_pseudogene	 gene_name RPL27P5
chr2	63117851	63119542	gene	gene_id ENSG00000242412.1	 gene_type transcribed_processed_pseudogene	 gene_name DBIL5P2
chr2	63119559	63827843	gene	gene_id ENSG00000143951.16	 gene_type protein_coding	 gene_name WDPCP
chr2	63168600	63168847	gene	gene_id ENSG00000283636.1	 gene_type misc_RNA	 gene_name Metazoa_SRP
chr2	63232453	63233577	gene	gene_id ENSG00000233716.1	 gene_type processed_pseudogene	 gene_name MTFR2P1
chr2	63517892	63519268	gene	gene_id ENSG00000279485.1	 gene_type TEC	 gene_name RP11-391A7.1
chr2	63588609	63607197	gene	gene_id ENSG00000014641.21	 gene_type protein_coding	 gene_name MDH1
chr2	63622178	63622831	gene	gene_id ENSG00000228305.2	 gene_type processed_pseudogene	 gene_name PRELID1P6
chr2	63642455	63644038	gene	gene_id ENSG00000229920.2	 gene_type transcribed_processed_pseudogene	 gene_name RPS4XP5
chr2	63684305	63684710	gene	gene_id ENSG00000234488.1	 gene_type processed_pseudogene	 gene_name RPL27P6
chr2	63717122	63717899	gene	gene_id ENSG00000228872.2	 gene_type processed_pseudogene	 gene_name CSP1
chr2	63751697	63752630	gene	gene_id ENSG00000229221.1	 gene_type processed_pseudogene	 gene_name HNRNPA1P66
chr2	63840952	63891562	gene	gene_id ENSG00000169764.16	 gene_type protein_coding	 gene_name UGP2
chr2	63883249	63883391	gene	gene_id ENSG00000251775.1	 gene_type snoRNA	 gene_name ENSG10010139579.1
chr2	63892146	64019428	gene	gene_id ENSG00000143952.20	 gene_type protein_coding	 gene_name VPS54
chr2	64086353	64088246	gene	gene_id ENSG00000228079.2	 gene_type lncRNA	 gene_name AC012368.1
chr2	64092652	64144420	gene	gene_id ENSG00000197329.12	 gene_type protein_coding	 gene_name PELI1
chr2	64143239	64252859	gene	gene_id ENSG00000225889.9	 gene_type lncRNA	 gene_name AC074289.1
chr2	64185078	64205485	gene	gene_id ENSG00000230923.2	 gene_type lncRNA	 gene_name LINC00309
chr2	64208498	64208716	gene	gene_id ENSG00000270354.1	 gene_type processed_pseudogene	 gene_name RP11-547M24.1
chr2	64330481	64332801	gene	gene_id ENSG00000238012.2	 gene_type lncRNA	 gene_name AC114752.1
chr2	64338067	64341647	gene	gene_id ENSG00000238201.1	 gene_type lncRNA	 gene_name AC114752.3
chr2	64340747	64340848	gene	gene_id ENSG00000264297.2	 gene_type miRNA	 gene_name MIR4433B
chr2	64340759	64340839	gene	gene_id ENSG00000283222.1	 gene_type miRNA	 gene_name MIR4433A
chr2	64347193	64347741	gene	gene_id ENSG00000236148.5	 gene_type processed_pseudogene	 gene_name RPL23AP37
chr2	64395220	64453967	gene	gene_id ENSG00000223935.3	 gene_type lncRNA	 gene_name LGALSL-DT
chr2	64450096	64450524	gene	gene_id ENSG00000237217.1	 gene_type processed_pseudogene	 gene_name AC008074.5
chr2	64453969	64461381	gene	gene_id ENSG00000119862.13	 gene_type protein_coding	 gene_name LGALSL
chr2	64486353	64500904	gene	gene_id ENSG00000223863.1	 gene_type lncRNA	 gene_name LINC01805
chr2	64522187	64524093	gene	gene_id ENSG00000260101.1	 gene_type lncRNA	 gene_name RP11-568N6.1
chr2	64524305	64593005	gene	gene_id ENSG00000119844.15	 gene_type protein_coding	 gene_name AFTPH
chr2	64525513	64525565	gene	gene_id ENSG00000283204.1	 gene_type miRNA	 gene_name MIR4434
chr2	64578892	64578997	gene	gene_id ENSG00000252414.1	 gene_type snRNA	 gene_name RNU6-100P
chr2	64606975	64616556	gene	gene_id ENSG00000233694.6	 gene_type lncRNA	 gene_name LINC02579
chr2	64631621	64751005	gene	gene_id ENSG00000179833.4	 gene_type protein_coding	 gene_name SERTAD2
chr2	64644612	64646698	gene	gene_id ENSG00000226756.1	 gene_type lncRNA	 gene_name AC007365.3
chr2	64665607	64666064	gene	gene_id ENSG00000227791.3	 gene_type processed_pseudogene	 gene_name RPS10P9
chr2	64817378	64817675	gene	gene_id ENSG00000275588.1	 gene_type misc_RNA	 gene_name RN7SL341P
chr2	64834056	64834157	gene	gene_id ENSG00000199964.1	 gene_type misc_RNA	 gene_name Y_RNA
chr2	64836985	64848264	gene	gene_id ENSG00000287123.1	 gene_type lncRNA	 gene_name RP11-323F11.1
chr2	64846130	64863626	gene	gene_id ENSG00000234572.1	 gene_type lncRNA	 gene_name LINC01800
chr2	64901840	65056168	gene	gene_id ENSG00000237638.2	 gene_type lncRNA	 gene_name LINC02245
chr2	64906863	64907138	gene	gene_id ENSG00000244534.3	 gene_type misc_RNA	 gene_name RN7SL211P
chr2	64960053	64960634	gene	gene_id ENSG00000227394.1	 gene_type processed_pseudogene	 gene_name RPL11P1
chr2	64988477	65023865	gene	gene_id ENSG00000115902.11	 gene_type protein_coding	 gene_name SLC1A4
chr2	64994746	64994860	gene	gene_id ENSG00000252892.1	 gene_type snRNA	 gene_name RNU6-548P
chr2	65030727	65053017	gene	gene_id ENSG00000232613.6	 gene_type lncRNA	 gene_name LINC02576
chr2	65056366	65087004	gene	gene_id ENSG00000011523.14	 gene_type protein_coding	 gene_name CEP68
chr2	65070696	65130331	gene	gene_id ENSG00000138069.18	 gene_type protein_coding	 gene_name RAB1A
chr2	65158662	65158860	gene	gene_id ENSG00000272025.1	 gene_type snoRNA	 gene_name SNORA74
chr2	65203502	65227605	gene	gene_id ENSG00000273763.2	 gene_type transcribed_processed_pseudogene	 gene_name RP11-420C9.1
chr2	65205108	65205988	gene	gene_id ENSG00000172974.11	 gene_type processed_pseudogene	 gene_name VDAC2P5
chr2	65227788	65271253	gene	gene_id ENSG00000138071.14	 gene_type protein_coding	 gene_name ACTR2
chr2	65310851	65432637	gene	gene_id ENSG00000198369.10	 gene_type protein_coding	 gene_name SPRED2
chr2	65373700	65380685	gene	gene_id ENSG00000232693.2	 gene_type lncRNA	 gene_name AC012370.2
chr2	65436711	66200373	gene	gene_id ENSG00000204929.13	 gene_type lncRNA	 gene_name AC074391.1
chr2	65439838	65456571	gene	gene_id ENSG00000234255.9	 gene_type lncRNA	 gene_name AC012370.3
chr2	65500993	65502138	gene	gene_id ENSG00000237979.1	 gene_type processed_pseudogene	 gene_name DNAJB12P1
chr2	65511771	65512076	gene	gene_id ENSG00000223739.1	 gene_type processed_pseudogene	 gene_name RPS15AP15
chr2	65545401	65545696	gene	gene_id ENSG00000243029.3	 gene_type misc_RNA	 gene_name RN7SL635P
chr2	65555432	65555534	gene	gene_id ENSG00000251900.1	 gene_type misc_RNA	 gene_name VTRNA2-2P
chr2	65589566	65640177	gene	gene_id ENSG00000235725.1	 gene_type lncRNA	 gene_name AC007389.3
chr2	65623272	65628424	gene	gene_id ENSG00000281920.1	 gene_type lncRNA	 gene_name RP11-418H16.1
chr2	65666695	65667737	gene	gene_id ENSG00000214533.3	 gene_type processed_pseudogene	 gene_name KRT18P33
chr2	65790039	65793533	gene	gene_id ENSG00000280257.1	 gene_type TEC	 gene_name RP11-340F16.2
chr2	66235377	66236213	gene	gene_id ENSG00000227293.1	 gene_type lncRNA	 gene_name AC118345.1
chr2	66327349	66328984	gene	gene_id ENSG00000225815.2	 gene_type lncRNA	 gene_name AC092669.6
chr2	66358249	66358328	gene	gene_id ENSG00000264525.1	 gene_type miRNA	 gene_name MIR4778
chr2	66383306	66392450	gene	gene_id ENSG00000232164.1	 gene_type lncRNA	 gene_name LINC01873
chr2	66426735	66433470	gene	gene_id ENSG00000226819.1	 gene_type lncRNA	 gene_name MEIS1-AS3
chr2	66433452	66573869	gene	gene_id ENSG00000143995.20	 gene_type protein_coding	 gene_name MEIS1
chr2	66439088	66444221	gene	gene_id ENSG00000230749.5	 gene_type lncRNA	 gene_name MEIS1-AS2
chr2	66574030	66731223	gene	gene_id ENSG00000232046.7	 gene_type lncRNA	 gene_name LINC01798
chr2	66696190	66703252	gene	gene_id ENSG00000237179.6	 gene_type lncRNA	 gene_name LINC01797
chr2	66820684	66822570	gene	gene_id ENSG00000224071.1	 gene_type processed_pseudogene	 gene_name DNMT3AP1
chr2	66881087	66881222	gene	gene_id ENSG00000230355.1	 gene_type processed_pseudogene	 gene_name AC009474.2
chr2	66904436	66971462	gene	gene_id ENSG00000230525.6	 gene_type lncRNA	 gene_name LINC01799
chr2	66921510	66922482	gene	gene_id ENSG00000232688.2	 gene_type lncRNA	 gene_name LINC01628
chr2	67040546	67041966	gene	gene_id ENSG00000223859.1	 gene_type lncRNA	 gene_name AC007403.3
chr2	67086446	67311439	gene	gene_id ENSG00000235885.8	 gene_type lncRNA	 gene_name LINC01828
chr2	67123357	67397980	gene	gene_id ENSG00000236780.7	 gene_type lncRNA	 gene_name LINC01829
chr2	67324627	67325304	gene	gene_id ENSG00000236605.1	 gene_type lncRNA	 gene_name AC023115.4
chr2	67397322	67412089	gene	gene_id ENSG00000143971.9	 gene_type protein_coding	 gene_name ETAA1
chr2	67562067	67620545	gene	gene_id ENSG00000224173.2	 gene_type lncRNA	 gene_name LINC02831
chr2	67565604	67684077	gene	gene_id ENSG00000235495.1	 gene_type lncRNA	 gene_name AC010987.5
chr2	67677499	67680798	gene	gene_id ENSG00000286002.1	 gene_type lncRNA	 gene_name RP11-553M15.1
chr2	67796054	67825562	gene	gene_id ENSG00000237013.1	 gene_type lncRNA	 gene_name LINC01812
chr2	68023694	68024766	gene	gene_id ENSG00000235968.1	 gene_type processed_pseudogene	 gene_name FBXL12P1
chr2	68041130	68110948	gene	gene_id ENSG00000197223.12	 gene_type protein_coding	 gene_name C1D
chr2	68117026	68117200	gene	gene_id ENSG00000284932.1	 gene_type unprocessed_pseudogene	 gene_name RP11-474G23.4
chr2	68122936	68157549	gene	gene_id ENSG00000243667.7	 gene_type protein_coding	 gene_name WDR92
chr2	68125265	68125747	gene	gene_id ENSG00000236259.1	 gene_type processed_pseudogene	 gene_name PPIAP64
chr2	68131238	68261230	gene	gene_id ENSG00000273398.6	 gene_type protein_coding	 gene_name RP11-474G23.1
chr2	68157888	68176238	gene	gene_id ENSG00000115946.8	 gene_type protein_coding	 gene_name PNO1
chr2	68178857	68256237	gene	gene_id ENSG00000221823.11	 gene_type protein_coding	 gene_name PPP3R1
chr2	68179833	68180532	gene	gene_id ENSG00000273275.1	 gene_type lncRNA	 gene_name RP11-474G23.2
chr2	68252870	68253848	gene	gene_id ENSG00000273064.1	 gene_type lncRNA	 gene_name RP11-474G23.3
chr2	68284171	68320051	gene	gene_id ENSG00000119865.9	 gene_type protein_coding	 gene_name CNRIP1
chr2	68361214	68365584	gene	gene_id ENSG00000203395.2	 gene_type lncRNA	 gene_name AC015969.3
chr2	68365282	68397453	gene	gene_id ENSG00000115956.10	 gene_type protein_coding	 gene_name PLEK
chr2	68445710	68449174	gene	gene_id ENSG00000229462.1	 gene_type unprocessed_pseudogene	 gene_name WDR4P2
chr2	68459422	68467294	gene	gene_id ENSG00000204923.4	 gene_type protein_coding	 gene_name FBXO48
chr2	68467572	68655862	gene	gene_id ENSG00000169621.10	 gene_type protein_coding	 gene_name APLF
chr2	68528241	68529452	gene	gene_id ENSG00000214525.4	 gene_type processed_pseudogene	 gene_name AC130709.1
chr2	68643579	68658251	gene	gene_id ENSG00000169618.7	 gene_type protein_coding	 gene_name PROKR1
chr2	68679601	68826833	gene	gene_id ENSG00000163219.12	 gene_type protein_coding	 gene_name ARHGAP25
chr2	68822855	68837235	gene	gene_id ENSG00000228329.3	 gene_type lncRNA	 gene_name LINC01890
chr2	68832014	68837726	gene	gene_id ENSG00000237576.2	 gene_type lncRNA	 gene_name LINC01888
chr2	68860909	68871397	gene	gene_id ENSG00000163217.2	 gene_type protein_coding	 gene_name BMP10
chr2	68921248	68926834	gene	gene_id ENSG00000283586.1	 gene_type polymorphic_pseudogene	 gene_name GKN3P
chr2	68945232	68952893	gene	gene_id ENSG00000183607.10	 gene_type protein_coding	 gene_name GKN2
chr2	68974573	68980980	gene	gene_id ENSG00000169605.7	 gene_type protein_coding	 gene_name GKN1
chr2	69013176	69249327	gene	gene_id ENSG00000169604.21	 gene_type protein_coding	 gene_name ANTXR1
chr2	69030042	69033637	gene	gene_id ENSG00000286347.1	 gene_type lncRNA	 gene_name RP11-790N8.1
chr2	69103682	69103755	gene	gene_id ENSG00000266649.1	 gene_type miRNA	 gene_name MIR3126
chr2	69181897	69182003	gene	gene_id ENSG00000251850.1	 gene_type rRNA_pseudogene	 gene_name RNA5SP96
chr2	69182877	69182983	gene	gene_id ENSG00000199460.2	 gene_type snRNA	 gene_name RNU6-1216P
chr2	69251818	69252364	gene	gene_id ENSG00000271597.1	 gene_type processed_pseudogene	 gene_name RP11-85D18.1
chr2	69319780	69387250	gene	gene_id ENSG00000198380.13	 gene_type protein_coding	 gene_name GFPT1
chr2	69334600	69334692	gene	gene_id ENSG00000252250.1	 gene_type misc_RNA	 gene_name Y_RNA
chr2	69396113	69437628	gene	gene_id ENSG00000169599.13	 gene_type protein_coding	 gene_name NFU1
chr2	69457997	69674349	gene	gene_id ENSG00000115977.21	 gene_type protein_coding	 gene_name AAK1
chr2	69516751	69517046	gene	gene_id ENSG00000244236.3	 gene_type misc_RNA	 gene_name RN7SL604P
chr2	69520043	69520174	gene	gene_id ENSG00000207016.1	 gene_type snoRNA	 gene_name SNORA36C
chr2	69594741	69595058	gene	gene_id ENSG00000232228.1	 gene_type processed_pseudogene	 gene_name RPL36AP16
chr2	69597353	69598951	gene	gene_id ENSG00000229948.2	 gene_type processed_pseudogene	 gene_name B3GALNT1P1
chr2	69644425	69827112	gene	gene_id ENSG00000196975.16	 gene_type protein_coding	 gene_name ANXA4
chr2	69700192	69713847	gene	gene_id ENSG00000231024.1	 gene_type lncRNA	 gene_name AC092431.3
chr2	69829660	69881384	gene	gene_id ENSG00000087338.5	 gene_type protein_coding	 gene_name GMCL1
chr2	69844509	69844933	gene	gene_id ENSG00000275381.1	 gene_type processed_pseudogene	 gene_name RP11-401N16.2
chr2	69873565	69873819	gene	gene_id ENSG00000270723.1	 gene_type processed_pseudogene	 gene_name RPL23AP92
chr2	69893956	69905575	gene	gene_id ENSG00000124380.11	 gene_type protein_coding	 gene_name SNRNP27
chr2	69897688	69942945	gene	gene_id ENSG00000059728.11	 gene_type protein_coding	 gene_name MXD1
chr2	69960089	69961631	gene	gene_id ENSG00000244617.3	 gene_type protein_coding	 gene_name ASPRV1
chr2	69960104	70103220	gene	gene_id ENSG00000179818.15	 gene_type lncRNA	 gene_name PCBP1-AS1
chr2	70075014	70075272	gene	gene_id ENSG00000263669.2	 gene_type misc_RNA	 gene_name RN7SL470P
chr2	70087477	70089203	gene	gene_id ENSG00000169564.7	 gene_type protein_coding	 gene_name PCBP1
chr2	70089721	70096100	gene	gene_id ENSG00000233060.1	 gene_type lncRNA	 gene_name AC016700.2
chr2	70102551	70102862	gene	gene_id ENSG00000225392.1	 gene_type processed_pseudogene	 gene_name MRPL36P1
chr2	70124036	70125317	gene	gene_id ENSG00000231327.1	 gene_type lncRNA	 gene_name LINC01816
chr2	70149885	70248615	gene	gene_id ENSG00000115998.8	 gene_type protein_coding	 gene_name C2orf42
chr2	70209444	70248660	gene	gene_id ENSG00000116001.17	 gene_type protein_coding	 gene_name TIA1
chr2	70252918	70253005	gene	gene_id ENSG00000221238.1	 gene_type miRNA	 gene_name MIR1285-2
chr2	70253855	70254010	gene	gene_id ENSG00000231414.1	 gene_type processed_pseudogene	 gene_name RPL39P15
chr2	70257386	70281185	gene	gene_id ENSG00000116005.12	 gene_type protein_coding	 gene_name PCYOX1
chr2	70281362	70293740	gene	gene_id ENSG00000143977.14	 gene_type protein_coding	 gene_name SNRPG
chr2	70295975	70302090	gene	gene_id ENSG00000035141.8	 gene_type protein_coding	 gene_name FAM136A
chr2	70301451	70302072	gene	gene_id ENSG00000233849.1	 gene_type lncRNA	 gene_name AC022201.5
chr2	70353010	70355915	gene	gene_id ENSG00000235289.1	 gene_type processed_pseudogene	 gene_name BRD7P6
chr2	70402934	70422678	gene	gene_id ENSG00000229229.1	 gene_type lncRNA	 gene_name AC022201.4
chr2	70447284	70554193	gene	gene_id ENSG00000163235.16	 gene_type protein_coding	 gene_name TGFA
chr2	70467385	70468495	gene	gene_id ENSG00000224606.1	 gene_type lncRNA	 gene_name TGFA-IT1
chr2	70607618	70768225	gene	gene_id ENSG00000075340.23	 gene_type protein_coding	 gene_name ADD2
chr2	70629657	70648761	gene	gene_id ENSG00000286979.1	 gene_type lncRNA	 gene_name RP11-436H22.2
chr2	70687142	70691824	gene	gene_id ENSG00000235035.1	 gene_type lncRNA	 gene_name AC007395.3
chr2	70777310	70790643	gene	gene_id ENSG00000183733.6	 gene_type protein_coding	 gene_name FIGLA
chr2	70803157	70803426	gene	gene_id ENSG00000228034.1	 gene_type processed_pseudogene	 gene_name HMGN2P21
chr2	70808643	70820599	gene	gene_id ENSG00000152672.8	 gene_type protein_coding	 gene_name CLEC4F
chr2	70810798	70811474	gene	gene_id ENSG00000231386.1	 gene_type processed_pseudogene	 gene_name MOB4P1
